index,label,text
1043,3,hey i was just wondering will y'all alert me when my package is almost arriving
1346,4,when is the predicted date for the order to be filled.
1491,4,i want to purchase the pre-owned 7 plus
330,1,once the order has processed can you tell me how long for it to ship
524,2,i need to change my order.
1110,3,can you tell me when i will be getting my order
542,2,i need to change an order i made.
515,1,i have been to the store like 3 times and everytime they say it should have reached by now but they are not cooperating with updating the order number that this has been received
1208,4,"do you have any large, brown leather tote bags with shoulder straps?"
1145,3,and may you update it so my order can continue to get processed
323,1,i have been waiting on my order for an unreasonable amount of time
1079,3,no way to check the status? i was just curious
1633,5,i would like to know how other customers have reviewed these pants in the past
1632,5,pants customer reviews
1585,5,what are the reviews like?
1914,8,which one of store in newyork?
1939,8,"i'm in los angeles right now. do you have any store locations there? if so, where is the store located?"
1260,4,i would like a hermes scarve that i can wear to the office and out to dinner.
865,3,i need the order by next friday
1241,4,"i like t-shirts very much, can you ready to show your t-shirt?"
1245,4,"i like to buy watch from my friend ,can you please tell me whether do you have watches."
1854,7,what are shipping method
284,0,i cant figure out how to cancel my order.
2122,9,what days of the week is your new york stores open?
395,1,where did you send my phone?
137,0,is there penalty for cancelled order?
601,2,what are my options to customize my order
2018,9,are you open on sundays?
535,2,i want to amend my order
630,2,can i change the color?
595,2,i just placed an order but would like to add a custom feature.
1981,9,what time do you close?
1119,3,delivery arrival time?
267,0,i must cancel the order i placed recently
1174,4,can i get the iphone 8?
2088,9,what are your store's weekend hours?
2008,9,how long are you open for today?
20,0,what is your order cancellation policy?
356,1,i ordered something a while back and its still isnt here
584,2,i was hoping to change the color of the item i just ordered
1237,4,i cannot find the women's sandals on your site? can you give me a link?
1449,4,are galaxy note 8 available in stores?
1524,4,how soon till the availabilty of the items?
1800,7,can you please tell me about your delivery and shipping plans?
559,2,can i customize my order before its shipped?
769,2,how to update my cart
970,3,how long does it take an order to change from packing to shipping status
1862,7,what will be the unlimited plan?
1442,4,do you know when the phone will be available for me to order online?
573,2,after placing my order
1741,6,can i change the shipping address to the order i just made?
631,2,i want to change color is that permissable?
540,2,i would like to only get one of them now.
1000,3,i want my order today.can you tell where it is right now?
2060,9,when will your store open?
467,1,just would like to know if my order shipped because i was charged on my card but i don&rsquo;t see an email
1315,4,whether do you have new arrival of dresses any any new trends of ethic wears
122,0,please cancel my last order since it didnt arrive in time for the event i needed it for.
864,3,i still havent received my device; can you help me with the status?
1904,8,"i'm looking for a store in miami, do you have a location there?"
1796,7,if i complete my order by noon is it possible to receive it by end of business today?
431,1,can you find out why my confirmed phone order from last monday has not shipped as promised?
149,0,is your cancellation policy on your website?
1755,2,can i add extra product to the same order?
588,2,i ordered two but actually needed three instead.
1424,4,"my prom is coming up and i'm looking for a new formal dress, what do you have for formal"
220,0,how much charges will i have pay if i cancel my order?
249,0,what is the contact information to process an order cancellation?
47,0,is there a fee associated with the cancelled order
1272,4,is this shoes available in size 10
1437,4,what colors r available for samsung galaxy s8
446,1,i can not track my order because it has a letter in it. the. track says it does not exist.
1972,8,where is the store located?
1111,3,do you have a sense of when the phone will ship?
1952,8,how many stores do you have in dc?
1990,9,what are the hours for your seattle stores?
1837,7,how much does it cost to have something delivered
1681,6,is there a way to change the shipping address
1177,4,can i order the watch with u?
2185,9,how early do your stores open?
713,2,i want to add two more shirts to my cart.
2125,9,how late do you stay open on saturday evenings?
1092,3,when is my order going to ship? it's been processing for over 24 hours now.
1007,3,how late in the day will a same-day order be delivered
207,0,if i cancel my purchase
2143,9,are all the stores open on sundays?
892,3,my delivery hasnt come yet.
1634,5,show me top rated reviews for this product
1081,3,ok. got it. what is the estimated shipping date for the watch?
798,3,when will i receive my order
983,3,what is the status of my phone
628,2,i would like to alter the order i placed this morning
651,2,i just placed an order
1389,4,show me more models for mens
943,3,im going out of town soon so id like to know when to expect my delivery.
1350,4,also will i be able to call in and order the iphone x on the 27th
1023,3,how can i check the status of my expedited shipment
2178,9,what time does your shop close?
956,3,whats the date that my order will be delivered?
1813,7,do you ship phones internationally?
1920,8,what is the closest big store to me?
1432,4,i want to see the rest of the models and tablets available
1053,3,how do i track a phone?
1885,7,i would like information on your delivery and shipping options
1987,9,what are your weekly store hours?
2070,9,what are the hours of your stores?
1628,5,will you please show me the reviews customers have written for this hat
1336,4,the iphone7 is showing out of stock
232,0,what are conditions or situations allowable for cancelling an order?
2164,9,when can i visit the store?
248,0,i would like to cancel my order; when will i get my money back?
387,1,im really concerned about the status of my order
1039,3,can you track my phone?
1918,8,the store in san francisco
1652,6,can i still change my shipping address ?
414,1,why is my order so late in getting to me?
380,1,how is my order pending for so long?
704,2,"i don't need it anymore, so please remove the nike run from my cart"
1509,4,when will my item be in stock so my order can come to me?
1434,4,i want a phone u cant wait tell march
1259,4,i will like to place an order for iphone 8 plus
1405,4,show me shoes
135,0,will i get my full amount?/how much charges will i have pay if i cancel my order?
1212,4,do you have dresses?
1363,4,can you show me all the types of women's shoes in a size 7
685,2,can you remove this item from this cart?
218,0,i cancelled an order
1577,5,point me to the reviews for this.
1646,5,what do others think about the shoes
1503,4,hello when will the iphone x be available in t-mobile stores?
591,2,i just placed an order and i would like to modify that order rather than cancel the order
1641,5,i want to read the negative opinions so show me the bad reviews of this jacket
110,0,my son found the items in this order locally at a lower price so i would like to cancel this order.
1160,3,i ordered my phone on sunday the 8th and i have yet not received a status on it
1738,6,will you be able to help me correct the address my most recent package will be delivered to?
526,2,is it too late for me to change my order?
1551,5,can i show me the air force?
1466,4,do you know if the iphone7 will be coming back in
1688,6,i am afraid i have moved and forgot to change my address
1802,7,can i have it delivered today.
147,0,can you help me with the cancellation of my order?
632,2,can i change my color selection?
1065,3,i submittted an order to upgrade one of my phones online just now but it says there was an error. can you check to see if there's been an order placed today for a new phone on the account 417 763 7858 number?
1031,3,and the order? when is it shipping?
1971,8,"not able to see your store on google map, can you manually tell the location of your store in new jersy."
88,0,what is your order cancellation policy at this company?
1823,7,get me the details of delivery plans you have.
748,2,i need more cat food than i initially ordered. can i change the quantity?
738,2,my son just brought home 3 more cats and i am going to need more food than i ordered. can i change the quantity of my order or do i need to place a second one?
1686,6,i wont be available this week . can you deliver it to my neighbour
1425,4,check phone availability
1313,4,where are the womens t-shirts?
831,3,give me the shipping details
79,0,need to cancel my order
674,2,what are the customization options?
1003,3,which date is my orders delivery?
1275,4,"oh, you know when can we order iphone x"
201,0,can you stop this order.
750,2,i am trying to change the quantity of products in my order
53,0,i order this samung galaxy phone from your website
2010,9,how late will you be open on the weekends?
693,2,how do i remove the kimono from my cart
1868,7,could you please change the shipping method from ground to express? and how much will that cost?
408,1,can you tell me why the info is showing processed but not shipped. can you tell me how long it will take to get items
513,1,how long would it take for the phone to get to me?
315,1,can you find out why my order is still in processing?
1816,7,i would like to know if same day delivery is available on this order..
1010,3,estimate time before i receive it?
819,3,i need help getting my order status.
381,1,i see online that my order has not yet been shipped
2198,9,will you be open early for black friday?
94,0,how would i go about cancelling my order?
1636,5,i would like to read reviews starting with the top reviews for this product
1412,4,i would like for you to show me all the women's winter coats available
662,2,i want to change number of quantities of order as i did it by mistake.
140,0,i made a mistake and ordered twice
261,0,please let me know how i can cancel my order?
1957,8,i want to know where is the store in san francisco?
98,0,what can be done to stop my order?
785,3,i would like to know my order status.
223,0,how much will i pay for cancelling?
447,1,i could not track the device as well
897,3,i need the status of my order because its still hasnt arrived after all this time.
790,3,when will my order be delivered?
1083,3,out of curiosity...if i purchased a phone on thursday is there anyway of tracking it?
1942,8,i'm looking for the address of the store closest to me. could you please help?
1869,7,would it be possible for me to get same day delivery options?
1931,8,provide store address in san fransisco?
443,1,"hi, last thursday i placed an order for an iphone 8. order no: 7101601142. i can't seem to find any status on it. my credit card was pointed, but no. i need this for an upcoming birthday."
521,1,when i places the order about s month ago it said it&rsquo;ll ship between october 30-november 13
1887,7,how much will the cost of shipping be in order to receive my order today?
1235,4,"how to i want to look trend in bags, please tell me how to i know?"
2131,9,at what time do your stores close?
486,1,can you please check the estimated shipping date for my order
171,0,do you charge a fee for cancelling orders?
1836,7,what will be the charges for one day shipment to new york
2069,9,when can i come in?
2047,9,what are the hours for the stores in iowa?
606,2,i need to change my order items
682,2,can add my cart?
38,0,my kids ordered something without my knowledge
966,3,where is my product
2183,9,what's your store hours?
1725,6,i would like to edit my shipping address of my order i just made through the phone with t-mobile. they incorrectly put the address
1736,6,there was a change of address. can you assist me with changing that
1720,6,and is their any way i can change my adress
2031,9,please tell me the opening times for your philadelphia area stores?
868,3,i placed my order last week. still there is no update on that
2082,9,what are your regular hours on weekends?
386,1,when will my order ship?
1876,7,can you give me more detailed information regarding delivery plans?
1297,4,the see bottoms is good product so i need this product
996,3,what about status of my phone?i ordered it a week ago.
1348,4,how soon will the iphone hit the markets
256,0,what is the easiest way to cancel my order?
1302,4,what are the bottoms you have?
1494,4,what is the expected release date of i phone?
1695,6,is it possible to make any changes in address after order has been placed?
292,0,what if i changed my mind and i do not want to go on with my order?
745,2,is it too late to customize my new order?
596,2,what are the customization options?
1791,7,do you offer free shipping
714,2,i want to remove one of item from my cart can anybody from staff will help me to do the same.
106,0,cancelling new smartphone order?
1368,4,how do i search for plus sizes? i can not find a way to search by size.
142,0,can you please cancel this order since the dog i ordered this for unexpectedly died.
1197,4,can you show me the new nike air jordans?
2129,9,what time does your pittsburgh store close?
1338,4,hi. how are you today? i really want that samsung phone that you are offering and i see that it is out of stock. could you please check around and find out if it is available anywhere? thanks.
2154,9,"i am on my way to the mall now, what time does your store close?"
730,2,the shorts are not the right size-- can you remove them?
1137,3,what day can i expect this?
974,3,how many days will it take for my phone to be delivered?
525,2,i have ordered a wrong size
1135,3,how long will the delivery take?
2054,9,at what time do you guys close in the afternoon?
460,1,i see the order is still in progress and has yet to ship
1956,8,can i think of location?
45,0,ive made several attempts to cancel my order can you do it for me.
41,0,will i be charged anything for a canceled order?
1760,2,can i customize my preferences?
2152,9,does the dallas store close at 9pm?
1505,4,when will your iphone7 models become available again?
640,2,can modifications be made at this stage?
670,2,i would like to update my order to choose a custom monogram.
1962,8,`what is the amount of stores that you have in boston?
1281,4,search for hermes scarves.
390,1,do you know when my order will be processed for shipping?
1142,3,if im in new york and your warehouse is in chicago. how many days will it take for my order to arrived.
435,1,haven't received my phone
271,0,please let me know the procedure for cancelling my phone?
1812,7,can you tell me about any same day delivery options you provide?
1705,6,can you update my address?
2011,9,what time will your store be open?
1820,7,which is the cheapest delivery plan available
755,2,i need to modify my phone order.
1596,5,which men's jeans got the best review
1963,8,how far away is my closest store?
1658,6,im looking at the email receipt for my order and i see an error in my delivery address so can i please correct that before it ships?
752,2,i was hoping to change the color of the item i just ordered
860,3,are you able to give me an accurate delivery date and time please?
1996,9,what are your hours?
1359,4,can i see sneakers?
1937,8,"do you have a store location in los angeles, and if so, where?"
786,3,what the expected delivery date?
1417,4,can you show me some fashionable dresses
1533,4,when will my order be in stock?
51,0,what will i pay if i cancel my order today?
1563,5,"i selected nike shoe ,would please show me the reviews and comparison of the product"
624,2,i ordered a pair of trainers
1898,8,i want to visit your portland store but am unsure where it is. can you give me directions?
1522,4,i&rsquo;m inquiring about the iphone x. when will it be available?
2022,9,when is the store open?
1373,4,"i like latest model watches, how many watches you have?"
1395,4,what types of products does your shopping establishment carry?
1134,3,where has my iphone reached?
666,2,i originally ordered two phones but i only want one now.
329,1,do you have any idea where my order is?
1778,7,tell me about your delivery and shipping plans.
238,0,what is the policy when it comes to canceling an order?
1312,4,where are the sweaters?
1960,8,do you have many stores in california?
2091,9,till what time will you guys be open today?
1768,2,i originally ordered two phones but i only want one now.
657,2,i would like to alter my last order
490,1,i havent gotten my device. whats the problem?
1050,3,"hi, is there an estimated ship date for order s035628539? i am still not seeing this order in my account either."
665,2,i ordered two but actually needed three instead.
179,0,i no longer need the kayak i ordered
1822,7,what shipping options are there?
578,2,i want this to be customized so i like it more
463,1,i'm having difficulty finding the order status or tracking number for my new phone being delivered on this app.
684,2,can you please update my cart ?
1878,7,s it possible to receive the order today if i just place the order?
432,1,all i got yesterday was that my order is still pending. like i told the last representative if i don&rsquo;t receive this phones by thursday i just want to cancel everything and go with another company.
1762,2,is it possible to modify now?
616,2,i ordered the wrong amount of products and need to add more items to my order.
1032,3,any way to track by order number? do you need the tracking as well?
1559,5,how people appreciate this product now a days?
679,2,i would like to order a second phone to the plan i jyst purchased. how can you help me?
1185,4,can i show me in t-shirts?
89,0,what is the order cancellation policy?
2111,9,when does pantene new jersey store open in morning?
536,2,need to change order
2188,9,what is your weekday and weekend timings?
1249,4,"i saw the new nike air jordans online and i can't find them on your website (size 12, white). where are they?"
483,1,my order shouldve shipped by now.
2101,9,would you furnish the working hours of your stores in new york city?
1116,3,can u find out where my phone is?
1125,3,i am becoming frustrated with the wait for my delivery when can i expect it?
1593,5,where can i find the reviews for this?
1718,6,please let me know how i can change where i need the package delivered.
985,3,shipping updates?
1418,4,i'm looking for a new dress. can you please show me some fashionable options
1064,3,i preordered the iphone 8 a few weeks ago and i am still waiting on this device to arrive... can you tell me when i will get it?
353,1,this is really starting to do my head in! its getting quite ridiculous now
153,0,is there a charge for cancelling an order?
1766,2,i am trying to change the quantity of products in my order
694,2,how do i remove this from my cart?
590,2,i want to make a few changes to the order i placed.
638,2,can i customize my preferences?
1899,8,where's your store located in florida?
1649,6,i need to change the shipping address for my order.
1403,4,show me your dresses
1216,4,do you stock hermes scarves?
2030,9,what time do you close on mondays?
579,2,i need to make some changes on the order i placed earlier
296,1,when will my order be processed?
889,3,i want to learn my orders delivery date
1344,4,when will you have the newest iphone back in stock?
891,3,i dont think i need to know if they have received or not
2160,9,could you please tell me what time your store opens and closes?
2158,9,what time does your store open up?
1180,4,can i see your sneakers?
402,1,i am tired on keep on calling. i need to know when i am going to receive my order for sure .if i do not get it i will cancel it. thank you for your help.
362,1,time between processing and shipping
602,2,how do i make changes at this stage?
1331,4,do you expect to get more of this out of stock item?
1560,5,how to people like this product?
1860,7,i had overnight shipping as well
2057,9,i live in the los angeles area and would like to know the hours of your stores in this area.
283,0,i am hoping you can help me because i placed an order for a headset as a gift for someone and just found out she already has what i bought so can i cancel the order?
902,3,wheres my order status?
2202,9,what are you hours of operation on weekdays?
1139,3,i keep my gate locked and need to know when it will be coming so i can be ready?
206,0,will i be promptly refunded my money after i canceled an order?
1015,3,how long will it take to process the order?
675,2,i accidentally ordered rinsed jeans instead of faded jeans. can i switch my order or is it too late?
2073,9,what hours are you open?
1002,3,what is the delivery date of last order
1355,4,can i please in show in sneakers?
1303,4,what are the latest trends on bags
1356,4,can i please in sneakers?
695,2,how do i update the number of items in my cart if i would like to add more of the same thing?
2203,9,are you opened on weekends?
1304,4,what brand do you have on t-shirts
1196,4,can you show me the new line of sneakers?
696,2,how do i update the quantity in my cart?
2172,9,at what time do you close up this evening?
1384,4,i'm looking for plus size pants especially jeans without stretch.
1884,7,what shipping plans do you offer?
59,0,i have ordered the wrong product in error
32,0,i need to cancel my order - can you please tell me how i can do this?
64,0,i tried canceling the order via the website
1678,6,is it too late to change the delivery destination for my order?
401,1,my order has been delayed due to restocking issues
812,3,any new update on my order
603,2,i dont want the plain stock version
336,1,i purchased a new phone plan but it is not confirmed.
658,2,i would like to alter something in my last order
6,0,hi john. i would like to cancel my last order that is in proccess.
1319,4,show me women's winter coats
2144,9,"hello, how late is your store open today?"
998,3,my device is overdue. whats the status?
136,0,is there a certain time frame where i will not get penalized for cancelling the order?
1886,7,what are your delivery times
633,2,can you change my order please
3,0,cancel the order please
1343,4,when will you have the phone i want in your inventory?
1784,7,do you have a same day delivery option for the item i want?
2029,9,how late are you open on sundays?
1580,5,reviews for shoes.
2020,9,what time does this store open?
316,1,is my order going to arrive soon because its been three weeks now
778,3,i want to see the status of my order
1955,8,do you know location?
2146,9,do you have any special hours for holidays?
709,2,"i need to remove an item from my cart, can you tell me how?"
348,1,order is not delivered yet.
190,0,can you please check if i can cancel my order.
965,3,where is my order at the moment?
450,1,i order the iphone 8 plus and im trying to check th status of it but it wont show me.
557,2,is it too late to customize my new order?
1928,8,can i store location in francisco?
0,0,all i got yesterday was that my order is still pending. like i told the last representative if i don&rsquo;t receive this phones by thursday i just want to cancel everything and go with another company.
1603,5,did this product receive more than 3 stars?
157,0,is there any fees if i were to cancel my order?
1370,4,"i have been unable to search for a shirt i am looking for, and need help finding it."
2072,9,will your store be open tomorrow?
522,1,yeah i ordered the i watched on the 22 of last month first they told me that it would shipped about the 30 and it says that it still processing
1761,2,would i be able to customize the item i ordered?
1167,4,any branded shoes you have
1745,6,is it possible you can ship my order to where i work instead of where i live?
1805,7,am i able to receive an item today if i go ahead and order it today?
931,3,what time will my order be delivered and on what day?
2045,9,when does the store open on mondays?
2214,9,i like to shop early. what is a good time to come in?
1894,8,how to get location?
1213,4,do you have the latest michael jordan basketball sneakers?
740,2,change my shipping method to express shipping instead of the ground shipping.
977,3,how many days does it take to get my shipment?
259,0,im no longer interested in this product
1157,3,"i ordered 2 apple watches , i want to know the status of the watches. when will they ship out"
191,0,could you please explain your refund/cancellation policies?
1903,8,stores in miami?
1855,7,i ordered something and i would like to know how its going to be delivered to me please.
1309,4,what tops do you carry?
1193,4,can you ready to show?
946,3,at your earliest convenience
439,1,"hello, i am writing about a phone replacement that should have been made a while ago. the order number is 236110946. i sent the defective device with the ups shipping label you provided more than 5 weeks ago. this is the tracking number for said shipment 1zrv91769090467148. if you check it on ups tracking, it says it was delivered on august 31st. my replacement phone has not yet been sent to me, so i opened a ticket yesterday with number 07356130. i received an email from said ticket saying you did not receive this phone, but ups tracking says they delivered it to you. i need a definitive and final answer regarding this ticket. if you cannot provide a definitive answer about when i am to receive my replacement phone, i will procede to cancel my family plan and move to a another carrier."
842,3,can you tell me when i can expect the item delivered to me?
1222,4,hey i need to place an order
1866,7,i would love to know about your delivery and shipping plans?
128,0,i found a better deal with acme so unless you price match i would like to cancel my order.
792,3,when can i expect delivery?
83,0,am i able to cancel an order i just made?
379,1,i have not received my latest order yet
1875,7,if i decide to order today
1467,4,can you confirm if the device is available near me?
2156,9,i would like to know your store schedule.
1452,4,is that product available in stores too
501,1,any idea when my pending order will be shipped?
784,3,can you please give me the new delivery date for my order?
2148,9,how long are you open?
1229,4,how do i search for clothes?
697,2,how i can update my cart
1299,4,want to order 4 iphone 10
1630,5,i would like to know what others have said about this item are there any reviews
1882,7,what are the available delivery plans that you have at the moment?
1629,5,any item reviews
1859,7,can you change the street address for us?
939,3,when can i expect my order to arrive?
1516,4,when will the latest cell phone be available?are there any iphone7s left?
185,0,can i cancel my order after it has shipped?
1976,9,what are the hours of the store?
1729,6,change my shipping address.
2142,9,what time does the new york store open on saturday?
2016,9,what are your store hours on saturday?
1036,3,can you check on the status of the return
663,2,i just realized i ordered the wrong thing and id like to correct that.
1477,4,i want to order a sim is that available in your stock?
440,1,"hello, i ordered some headphones and they appear to be stuck in shipping. according to the usps tracking number the package has been stuck in fresno since october 5th. my phone number is 5592013085"
2100,9,would you tell me the exact timings of your stores in new york city?
1732,6,please modify my delivery adress
1913,8,locate the store?
1455,4,is the 8 available in stores now
458,1,"i placed an order to upgrade my phone almost two weeks ago, order #7101547855 but i never got the phone in the mail. it haven&rsquo;t even been shipped. i am told the order is still being processed, i was also told the phone was sold out, i was also told they couldn&rsquo;t find my order. a department can see my order, other department can&rsquo;t. i was charged for the equipment but i never got it and i really need it. it&rsquo;s been almost two weeks now."
1162,3,i placed an order 10/14 and was wondering if i could have the tracking #
1267,4,i'm looking for a dress for an upcoming wedding where i'll be a guest. do you have dresses for that?
844,3,since my delivery is going to require a signature can you please tell me on what day it will arrive so i can make arrangements for someone to be here to sign for it?
1386,4,please tell me where to find womens sandals.
2205,9,what time will you guys be opened today?
1431,4,when does the iphone x come out?
1017,3,how long will it take to receive the phone?
1653,6,is it possible to change my delivery address now that my order has already been placed?
1371,4,i have sneakers?
319,1,i ordered phone a month ago.when can i get it delivered?
282,0,i dont think i want to continue with this order -- how do i cancel it?
2106,9,when does your store close?
1863,7,is same day delivery available?
620,2,i would like to only get one of them now.
479,1,my order has not arrived.
1969,8,"unfortunately , my product is delivered to my nearest store of yours ,so can you tell me the address from where i can pick it."
1402,4,"i really need to buy a new pair of sneakers. can you show me a few. also, do you sell watches? any popular brands? where can i find designer handbags and totes"
60,0,i dont want this item anymore. how can i cancel it?
706,2,"i have been trying this on internet for long to udate my cart,can yoou please help me how do i know my current updation of cart."
393,1,when are you sending out my order?
1561,5,how to want appreciate this product now?
659,2,i want this to be customized so i like it more
404,1,it looks like my item has been processed
1980,9,i need to know what your stores schedules are.
1187,4,can i show me sneakers?
856,3,can you check if it was shipped
899,3,expected delivery for the order?
312,1,the phone i ordered three weeks ago is still not here! can you check my order status?
